File,CountDeclMethodPrivate,AvgLineCode,CountLine,MaxCyclomatic,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,SumCyclomaticStrict,AvgCyclomatic,AvgLine,CountDeclClassMethod,AvgLineComment,AvgCyclomaticModified,CountDeclFunction,CountLineComment,CountDeclClass,CountDeclMethod,SumCyclomaticModified,CountLineCodeDecl,CountDeclMethodProtected,CountDeclInstanceVariable,MaxCyclomaticStrict,CountDeclMethodPublic,CountLineCodeExe,SumCyclomatic,SumEssential,CountStmtDecl,CountLineCode,CountStmtExe,RatioCommentToCode,CountLineBlank,CountStmt,MaxCyclomaticModified,CountSemicolon,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Max,CountInput_Mean,CountInput_Min,CountOutput_Max,CountOutput_Mean,CountOutput_Min,CountPath_Max,CountPath_Mean,CountPath_Min,MaxNesting_Max,MaxNesting_Mean,MaxNesting_Min,COMM,ADEV,DDEV,Added_lines,Del_lines,OWN_LINE,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,HeuBug,HeuBugCount,RealBug,RealBugCount,critical
activemq-console/src/main/java/org/apache/activemq/console/command/ShellCommand.java,0,10,134,10,0,1,0,19,3,13,1,2,3,7,35,1,7,19,21,2,2,10,5,55,19,7,21,84,31,0.42,15,52,10,34,0,6,3,64,2,0,9,1,3,1.571428571,1,7,2.857142857,1,10,2.428571429,1,2,0.777777778,0,1,1,1,32,33,0.798507463,1,0,2,1,1,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/command/ShutdownCommand.java,0,16,168,8,0,2,0,14,4,27,0,8,4,4,51,1,4,14,26,4,2,8,0,63,14,9,26,97,34,0.53,20,60,8,46,2,4,4,62,3,0,2,1,3,2,1,14,7.25,1,8,3.5,1,4,2.5,0,2,2,2,47,41,1,0.5,0,1,2,0,FALSE,0,TRUE,1,0
activemq-console/src/main/java/org/apache/activemq/console/command/StartCommand.java,0,10,177,5,0,2,1,14,2,16,0,5,2,7,54,2,7,14,26,3,3,5,4,67,14,11,26,104,30,0.52,21,56,5,40,1,7,2,75,2,0,3,2,4,2,0,7,3.142857143,1,6,2.285714286,1,4,1.4,0,1,1,1,56,48,0.994350282,1,0,1,1,1,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/ConsoleCommandHandler.java,0,9,67,2,0,1,0,3,2,13,0,0,2,2,22,1,2,3,21,1,1,2,1,15,3,2,21,32,7,0.69,13,28,2,24,3,2,2,50,1,0,4,2,3,2.5,2,8,6,4,2,1.5,1,4,1.4,0,1,1,1,12,11,0.820895522,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/AbstractQueryFilter.java,0,3,45,1,0,1,0,2,1,9,0,5,1,2,27,1,2,2,9,1,1,1,1,3,2,2,9,14,2,1.93,4,11,1,8,0,2,1,50,1,6,0,2,7,6.5,6,3,2.5,2,1,1,1,4,0.8,0,1,1,1,2,3,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/AmqMessagesQueryFilter.java,0,5,164,4,0,1,0,12,1,12,0,6,1,9,78,1,9,12,31,3,2,4,6,26,12,9,32,64,19,1.22,22,51,4,39,0,9,1,61,2,0,3,1,4,1.888888889,1,10,3.444444444,1,8,1.777777778,1,1,0.272727273,0,1,1,1,27,16,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/GroupPropertiesViewFilter.java,0,9,84,6,0,2,0,9,3,18,0,8,3,3,40,1,3,8,12,1,0,7,2,16,8,7,14,35,13,1.14,9,27,6,20,1,3,3,0,2,0,0,1,4,2.333333333,1,11,5,2,9,3.666666667,1,3,1.8,0,1,1,1,14,10,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/MapTransformFilter.java,0,12,333,8,0,1,0,37,3,23,0,7,3,12,111,1,12,35,62,11,0,8,1,111,35,12,64,180,82,0.62,42,146,8,114,2,12,3,0,2,0,10,1,9,2.75,1,18,7.75,2,48,6.25,1,3,1.5,0,1,1,1,77,60,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansAttributeQueryFilter.java,0,9,157,5,0,1,1,13,2,21,0,9,2,5,65,1,5,12,36,3,2,6,2,33,12,5,39,73,24,0.89,19,63,5,52,2,5,3,66,2,0,1,1,6,3.8,2,14,6.8,3,5,2.4,1,3,1.571428571,0,1,1,1,35,27,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansObjectNameQueryFilter.java,0,5,176,6,0,1,2,16,2,14,0,7,2,9,83,1,9,14,35,3,1,8,6,32,14,9,36,70,21,1.19,23,57,6,43,1,9,2,81,2,0,0,1,8,2.444444444,1,10,3.111111111,1,8,1.777777778,1,2,0.545454545,0,1,1,1,38,24,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/MBeansRegExQueryFilter.java,0,10,144,7,0,3,0,16,3,22,0,10,3,5,66,1,5,14,22,4,0,8,1,35,14,13,24,64,21,1.03,14,45,7,33,1,5,3,0,3,0,1,1,3,2.6,2,13,6.4,2,7,2.8,1,4,2.142857143,0,1,1,1,34,20,0.986111111,1,0,1,1,1,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/MessagesQueryFilter.java,0,4,124,3,0,1,0,9,1,11,0,6,1,7,59,1,7,9,26,2,2,3,5,18,9,7,27,50,14,1.18,15,41,3,32,0,7,1,64,2,0,0,1,3,1.714285714,1,9,3.571428571,1,4,1.428571429,1,1,0.333333333,0,1,1,1,21,14,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/PropertiesViewFilter.java,0,6,124,5,0,1,0,12,2,14,0,7,2,6,58,1,6,11,21,2,2,6,4,21,11,6,23,51,17,1.14,15,40,5,30,1,6,2,41,1,1,0,2,7,4,2,9,4.333333333,2,7,2.166666667,1,2,0.875,0,1,1,1,24,19,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/QueryFilter.java,0,1,41,1,2,1,0,2,1,7,0,6,1,2,28,1,2,2,7,0,1,1,0,1,2,2,7,8,0,3.5,5,7,1,6,0,2,1,100,0,4,0,0,10,8.5,7,1,1,1,1,1,1,0,0,0,1,1,1,6,5,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/RegExQueryFilter.java,0,7,138,4,0,1,1,13,2,17,0,9,2,6,70,1,6,12,23,5,0,5,1,27,12,6,25,53,17,1.32,15,42,4,32,1,6,2,66,2,1,0,1,3,2.333333333,1,12,4.666666667,1,5,2.166666667,1,2,1,0,1,1,1,25,16,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/ResultTransformFilter.java,0,3,81,2,0,1,0,6,1,10,0,6,1,5,47,1,5,6,12,3,1,2,2,7,6,5,13,24,6,1.96,10,19,2,14,0,5,1,40,1,1,0,2,3,2,1,6,3,1,2,1.2,1,1,0.428571429,0,1,1,1,11,7,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/StubQueryFilter.java,0,3,55,1,0,1,0,3,1,9,0,6,1,3,36,1,3,3,7,0,1,1,3,3,3,3,7,14,3,2.57,5,10,1,6,0,3,1,0,1,0,0,2,4,2,1,2,1.333333333,1,1,1,1,0,0,0,1,1,1,7,4,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/filter/WildcardToMsgSelectorTransformFilter.java,0,8,72,2,0,1,0,8,2,16,0,7,2,3,39,1,3,5,11,2,0,5,1,16,5,3,11,27,10,1.44,6,21,2,15,1,3,3,0,3,0,0,1,3,1.666666667,1,5,3.666666667,2,2,1.666666667,1,1,0.8,0,2,2,2,10,7,1,0.5,0,1,2,0,FALSE,0,TRUE,1,0
activemq-console/src/main/java/org/apache/activemq/console/filter/WildcardToRegExTransformFilter.java,0,9,78,2,0,1,0,6,2,18,0,10,2,3,47,1,3,5,11,2,0,3,1,19,5,3,11,30,13,1.57,6,24,2,18,1,3,2,0,3,0,1,1,3,2,1,4,3,2,2,1.666666667,1,1,0.8,0,2,2,2,18,12,1,0.5,0,1,2,0,FALSE,0,TRUE,1,0
activemq-console/src/main/java/org/apache/activemq/console/filter/WildcardTransformFilter.java,0,4,78,3,0,1,0,6,2,12,0,7,2,4,45,1,4,6,11,3,0,3,1,9,6,4,12,23,6,1.96,10,18,3,14,1,4,2,0,2,2,0,1,3,1.75,1,8,3,1,3,1.5,1,2,1,0,1,1,1,11,7,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/formatter/CommandShellOutputFormatter.java,0,6,262,7,0,1,0,38,2,11,0,4,2,18,103,1,18,38,41,0,2,7,18,73,38,18,50,137,62,0.75,23,112,7,80,0,18,2,61,1,0,0,2,3,2.277777778,1,11,3.833333333,0,7,2.111111111,1,2,0.904761905,0,2,2,2,37,20,0.992366412,0.5,0,1,2,2,FALSE,0,TRUE,2,0
activemq-console/src/main/java/org/apache/activemq/console/formatter/GlobalWriter.java,1,5,249,2,0,1,1,36,2,10,18,4,2,19,109,1,19,36,29,0,0,2,18,52,36,19,29,118,52,0.92,22,81,2,44,0,1,2,5,1,0,1,1,18,3.631578947,0,2,1.052631579,1,2,1.894736842,1,1,0.904761905,0,1,1,1,27,9,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/formatter/OutputFormatter.java,0,1,131,1,17,1,0,17,1,5,0,4,1,17,84,1,17,17,26,0,0,1,0,0,17,17,26,27,0,3.11,20,26,1,25,0,17,1,0,0,1,0,0,1,1,1,1,0.058823529,0,1,1,1,0,0,0,1,1,1,25,25,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/Main.java,1,16,367,9,0,1,2,57,4,23,2,4,4,13,74,2,13,52,71,0,5,11,12,157,52,19,76,244,112,0.3,50,188,9,138,2,11,4,84,1,0,0,2,6,3.538461538,1,18,7.307692308,1,25,7.384615385,1,4,1.75,0,2,2,2,92,74,0.411444142,0.5,0,3,2,2,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/util/AmqMessagesUtil.java,1,2,61,1,0,1,3,6,1,2,5,0,1,6,16,1,6,6,22,0,0,1,5,8,6,6,22,34,5,0.47,11,27,1,20,0,1,1,100,1,0,7,1,4,3,0,6,3,1,1,1,1,3,0.333333333,0,1,1,1,20,24,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/main/java/org/apache/activemq/console/util/JmxMBeansUtil.java,1,3,129,2,0,1,0,21,1,4,15,0,1,16,27,1,16,19,36,0,0,3,15,25,19,16,37,79,21,0.34,23,58,2,39,0,1,1,0,1,0,12,1,4,3,0,6,3.875,1,2,1.1875,1,1,0.277777778,0,2,2,2,54,52,0.992248062,0.5,0,1,2,1,FALSE,0,TRUE,1,0
activemq-console/src/main/java/org/apache/activemq/console/util/SimpleConsole.java,1,11,57,5,0,3,0,7,3,12,1,0,3,2,22,1,2,6,10,0,0,6,1,14,6,6,10,28,10,0.79,7,20,5,13,1,1,4,0,1,0,1,1,1,0.5,0,8,4.5,1,6,3.5,1,3,2.25,0,1,1,1,11,10,0.807017544,1,0,2,1,0,FALSE,0,FALSE,0,0
activemq-console/src/test/java/org/apache/activemq/simple/Consumer.java,1,11,80,4,0,2,0,5,3,16,1,2,3,2,33,1,2,5,20,0,0,4,1,16,5,4,20,35,9,0.94,13,29,4,25,3,1,3,0,1,0,2,1,3,1.5,0,9,5,1,6,3.5,1,2,1.6,0,1,1,1,21,13,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-console/src/test/java/org/apache/activemq/simple/Producer.java,1,10,73,3,0,1,1,4,2,12,1,0,2,2,27,1,2,4,23,0,0,3,1,16,4,2,24,36,9,0.75,11,33,3,28,2,1,2,50,1,0,2,1,4,2,0,12,6.5,1,4,2.5,1,1,0.75,0,1,1,1,12,9,1,1,0,1,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnection.java,4,6,2075,9,2,1,5,251,2,11,3,4,2,156,803,6,156,240,337,21,57,10,129,544,240,162,366,1040,418,0.77,232,784,9,563,0,153,2,97,1,2,58,8,59,4.75,0,22,3.217948718,0,192,3.634615385,1,6,0.445121951,0,11,11,3,722,742,0.57253012,0.545454545,0,3,3,1,TRUE,2,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionConsumer.java,0,9,156,5,0,2,0,13,2,14,0,4,2,6,64,1,6,13,28,1,4,5,5,37,13,10,28,72,30,0.89,20,58,5,44,0,6,2,41,1,0,7,3,7,3.833333333,1,9,4.666666667,1,5,2.166666667,1,2,1.125,0,2,2,1,27,34,0.685897436,1,0,3,1,0,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionFactory.java,1,4,824,7,0,1,5,111,1,7,1,2,1,81,247,2,81,109,158,7,29,7,73,222,109,83,158,458,180,0.54,120,338,7,230,0,80,1,97,2,3,18,6,111,6.703703704,0,38,2.49382716,1,16,1.62962963,1,3,0.238095238,0,10,10,3,268,223,0.595873786,0.5,0,3,3,2,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQConnectionMetaData.java,1,3,148,1,0,1,4,9,1,7,0,4,1,9,60,1,9,9,28,0,6,1,8,30,9,9,27,64,21,0.94,24,48,1,35,0,9,1,96,1,0,0,2,1,0.333333333,0,3,1.222222222,1,1,1,1,0,0,0,4,4,2,32,31,0.695945946,0.75,0,3,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQDispatcher.java,0,1,23,1,1,1,0,1,1,1,0,0,1,1,16,1,1,1,4,0,0,1,0,0,1,1,4,5,0,3.2,2,4,1,3,0,1,1,0,0,5,1,0,2,2,2,0,0,0,1,1,1,0,0,0,1,1,1,1,2,0.391304348,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQInputStream.java,1,15,247,9,0,2,0,41,4,17,0,0,4,10,28,1,10,35,53,1,10,12,8,105,35,16,52,183,88,0.15,36,140,9,104,1,10,4,69,2,0,19,2,11,5.7,2,29,8.4,1,40,7,1,5,2.083333333,0,2,2,1,42,39,0.704453441,1,0,2,1,1,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageAudit.java,0,6,252,4,0,1,2,31,2,12,0,5,2,16,101,1,16,31,50,0,3,4,16,64,31,16,49,126,44,0.8,25,93,4,61,0,16,2,77,1,0,6,1,7,3.25,1,7,3.5,1,5,2,1,3,1.111111111,0,7,7,2,340,88,0.797619048,0.571428571,0,2,2,0,FALSE,0,TRUE,2,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageConsumer.java,5,12,1035,14,2,1,1,168,3,17,0,4,3,52,276,5,52,155,142,10,21,17,35,406,155,63,149,659,329,0.42,102,478,14,319,0,52,3,89,1,3,27,4,19,4.807692308,0,50,6.153846154,1,528,18.71153846,1,6,1.051724138,0,10,10,3,444,357,0.569082126,0.5,0,3,3,2,TRUE,1,TRUE,4,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageProducer.java,0,6,288,10,0,1,0,35,2,11,0,4,2,17,116,1,17,33,46,7,7,10,10,65,33,17,46,141,61,0.82,31,107,10,74,0,17,2,78,2,2,13,3,13,3.470588235,1,28,3.470588235,0,162,10.88235294,1,2,0.578947368,0,5,5,3,104,377,0.576388889,0.6,0,2,3,2,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageProducerSupport.java,0,5,308,2,0,1,0,20,1,16,0,11,1,15,200,1,15,18,29,1,6,3,14,43,18,15,29,90,31,2.22,18,60,2,42,0,15,1,80,1,2,2,3,10,3.533333333,1,4,1.933333333,0,2,1.2,1,1,0.294117647,0,3,3,2,311,3,0.980519481,0.666666667,0,1,2,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQMessageTransformation.java,1,25,207,14,0,2,0,24,6,37,3,8,6,4,54,1,4,24,50,0,0,14,3,83,24,6,49,131,58,0.41,22,107,14,86,3,1,6,0,1,0,13,1,13,5.75,0,27,13.25,1,14,6,1,4,2.666666667,0,4,4,1,50,47,0.632850242,1,0,2,1,1,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQOutputStream.java,2,9,160,4,0,1,0,21,2,10,0,0,2,9,25,1,9,21,41,0,10,4,7,56,21,9,41,112,47,0.22,23,88,4,68,0,9,2,72,2,0,9,2,11,5.333333333,0,15,5.444444444,1,6,2.444444444,1,2,1.272727273,0,4,4,1,25,25,0.7375,1,0,2,1,1,FALSE,0,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQPrefetchPolicy.java,1,3,160,2,0,1,2,18,1,6,0,2,1,17,60,1,17,18,32,0,7,2,16,32,18,17,32,80,29,0.75,20,61,2,42,0,17,1,81,1,0,0,2,12,5,1,7,2.058823529,1,2,1.058823529,1,1,0.157894737,0,2,2,1,21,25,0.68125,1,0,4,1,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueBrowser.java,3,8,249,6,0,2,0,31,2,12,0,2,2,14,82,2,14,29,36,3,9,7,8,69,29,23,37,135,58,0.61,32,95,6,61,0,14,2,76,1,0,6,3,9,2.928571429,0,8,3.357142857,0,6,2.071428571,1,3,1,0,5,5,2,70,74,0.662650602,0.8,0,2,2,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueReceiver.java,0,5,87,1,0,1,0,2,1,13,0,8,1,2,60,1,2,2,12,1,0,1,1,4,2,2,9,19,3,3.16,8,12,1,9,0,2,1,0,2,0,3,2,8,4,0,3,2.5,2,1,1,1,0,0,0,3,3,2,24,26,0.563218391,0.666666667,0,3,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueSender.java,0,3,135,1,0,1,0,4,1,13,0,10,1,4,101,1,4,4,13,1,0,1,3,4,4,4,11,22,4,4.59,12,15,1,10,0,4,1,0,3,0,2,2,6,3.25,1,3,1.75,1,1,1,1,0,0,0,2,2,1,42,52,0.57037037,1,0,3,1,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQQueueSession.java,0,3,387,2,0,1,0,42,1,7,0,3,1,38,191,1,38,42,64,0,1,2,38,46,42,38,64,153,46,1.25,43,110,2,67,0,38,1,13,1,0,0,2,4,1.473684211,0,2,1.657894737,0,2,1.105263158,1,1,0.15,0,3,3,1,340,308,0.888888889,1,0,2,1,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQSession.java,0,6,1888,9,4,1,1,176,2,16,0,9,2,101,1031,5,101,167,206,20,21,13,77,398,167,109,224,707,313,1.46,150,537,9,382,0,101,2,94,1,1,50,6,28,4.118811881,0,40,4.178217822,0,144,3.98019802,1,4,0.476635514,0,12,12,3,799,814,0.67690678,0.416666667,0,2,3,2,TRUE,1,TRUE,1,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQSessionExecutor.java,0,7,201,6,12,1,1,40,2,7,0,0,2,17,29,1,17,36,42,1,5,7,4,70,36,22,44,140,54,0.21,32,98,6,63,0,17,2,75,1,0,11,2,9,3.058823529,1,12,4.058823529,1,8,2.352941176,1,4,1.263157895,0,5,5,2,56,53,0.562189055,0.6,0,2,2,2,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQSslConnectionFactory.java,0,8,78,3,0,2,0,4,2,17,0,8,2,2,42,1,2,4,15,1,3,3,1,11,4,4,15,30,9,1.4,6,24,3,19,0,2,2,0,3,0,4,1,5,4,3,8,5.5,3,3,2,1,1,0.75,0,2,2,2,20,31,0.948717949,0.5,0,2,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQTopicPublisher.java,0,3,198,1,0,1,0,6,1,16,0,13,1,6,152,1,6,6,17,1,0,1,5,6,6,6,13,30,6,5.07,16,19,1,12,0,6,1,0,3,0,2,2,7,3.333333333,1,3,1.5,1,1,1,1,0,0,0,2,2,1,3,9,0.909090909,1,0,2,1,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQTopicSession.java,0,3,386,2,0,1,0,42,1,7,0,4,1,38,192,1,38,42,63,0,1,2,38,46,42,38,63,152,46,1.26,42,109,2,66,0,38,1,10,1,0,0,2,5,1.631578947,0,2,1.684210526,1,2,1.105263158,1,1,0.15,0,3,3,1,341,310,0.893782383,1,0,2,1,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQTopicSubscriber.java,0,4,147,1,0,1,0,3,1,13,0,9,1,3,115,1,3,3,13,1,0,1,2,5,3,3,10,22,5,5.23,10,15,1,11,0,3,1,0,2,0,3,2,12,4,0,3,2.666666667,2,1,1,1,0,0,0,3,3,2,5,6,0.863945578,0.666666667,0,3,2,0,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQXAConnection.java,0,3,74,1,0,1,0,5,1,3,0,0,1,5,35,1,5,5,18,1,0,1,4,7,5,5,18,31,7,1.13,8,25,1,19,0,5,1,0,2,0,4,4,4,1.8,1,5,2.6,2,1,1,1,0,0,0,1,1,1,1,2,0.72972973,1,0,3,1,1,FALSE,0,FALSE,0,0
activemq-core/src/main/java/org/apache/activemq/ActiveMQXAConnectionFactory.java,0,3,86,1,0,1,0,12,1,3,0,0,1,12,21,1,12,12,25,1,0,1,11,12,12,12,25,49,11,0.43,16,36,1,23,0,12,1,0,3,1,4,4,5,2,0,3,2,1,1,1,1,0,0,0,2,2,1,4,5,0.88372093,1,0,2,1,0,FALSE,0,FALSE,0,0
